dataset,path,identity,action,conf,area_fraction,x1,y1,x2,y2,overlay
Zakynthos,images/leftIMG_0860.jpeg,t575,skipped_small,0.9414181113243103,0.04330424959921064,1443.2921142578125,1097.4820556640625,2471.705078125,1938.03271484375,Zakynthos/overlay/0029_leftIMG_0860.jpg
Zakynthos,images/leftIMG_1566.JPG,t575,no_detection,,,,,,,Zakynthos/overlay/0030_leftIMG_1566.jpg
Zakynthos,images/rightIMG_1563.JPG,t575,skipped_small,0.5719743371009827,0.010920863881010526,2409.31689453125,1303.629150390625,2936.378662109375,1717.2442626953125,Zakynthos/overlay/0031_rightIMG_1563.jpg
Zakynthos,images/leftIMG_1158.JPG,t524,skipped_small,0.5865156054496765,0.05649015206279314,638.1181030273438,912.0921020507812,1909.6336669921875,1798.94580078125,Zakynthos/overlay/0032_leftIMG_1158.jpg
Zakynthos,images/rightIMG_1136.JPG,t524,skipped_small,0.9140375256538391,0.03901782671770249,2814.849609375,1294.288330078125,3806.454345703125,2079.750732421875,Zakynthos/overlay/0033_rightIMG_1136.jpg
Zakynthos,images/leftIMG_9231.jpeg,t524,skipped_small,0.8223719000816345,0.009208337376644761,1387.948486328125,1136.8504638671875,1809.5074462890625,1572.887939453125,Zakynthos/overlay/0034_leftIMG_9231.jpg
Zakynthos,images/rightIMG_9234.jpeg,t524,no_detection,,,,,,,Zakynthos/overlay/0035_rightIMG_9234.jpg
Zakynthos,images/leftIMG_7201.JPG,t584,skipped_small,0.7726277709007263,0.04073965394031115,1512.6168212890625,1057.6961669921875,2575.3466796875,1822.93212890625,Zakynthos/overlay/0036_leftIMG_7201.jpg
Zakynthos,images/rightIMG_7191.JPG,t584,skipped_small,0.27068352699279785,0.018150360195855558,0.4112182557582855,0.0,741.07421875,489.1764221191406,Zakynthos/overlay/0037_rightIMG_7191.jpg
Zakynthos,images/rightIMG_7873.JPG,t584,skipped_small,0.9182341694831848,0.017358002226003415,3517.104248046875,1715.787841796875,4105.22021484375,2304.953857421875,Zakynthos/overlay/0038_rightIMG_7873.jpg
Zakynthos,images/leftIMG_7875.JPG,t584,no_detection,,,,,,,Zakynthos/overlay/0039_leftIMG_7875.jpg
Zakynthos,images/leftIMG_3353.JPG,G18-04,skipped_small,0.7311827540397644,0.056863511710005504,1710.8494873046875,1272.88134765625,3102.437255859375,2253.5771484375,Zakynthos/overlay/0040_leftIMG_3353.jpg
Zakynthos,images/rightIMG_3376.JPG,G18-04,no_detection,,,,,,,Zakynthos/overlay/0041_rightIMG_3376.jpg
Zakynthos,images/rightIMG_0653.jpg,G18-04,skipped_small,0.8317842483520508,0.012441937174678909,2511.680419921875,1216.3843994140625,3076.61962890625,1656.0142822265625,Zakynthos/overlay/0042_rightIMG_0653.jpg
Zakynthos,images/leftIMG_0715.jpg,G18-04,skipped_small,0.9092263579368591,0.05927643038701846,1683.61962890625,849.3624267578125,2808.673095703125,1901.1058349609375,Zakynthos/overlay/0043_leftIMG_0715.jpg
Zakynthos,images/rightIMG_2355.JPG,t594,skipped_small,0.9623810648918152,0.09147030063420265,2650.2958984375,1096.873046875,4212.06005859375,2266.010498046875,Zakynthos/overlay/0044_rightIMG_2355.jpg
Zakynthos,images/leftIMG_2351.JPG,t594,skipped_small,0.8861064910888672,0.04242787817118735,1650.821044921875,1386.5792236328125,2638.2158203125,2244.33056640625,Zakynthos/overlay/0045_leftIMG_2351.jpg
Zakynthos,images/leftIMG_7600.JPG,t594,skipped_small,0.7652468681335449,0.015788120578272787,1781.036865234375,1022.2402954101562,2417.712890625,1517.2490234375,Zakynthos/overlay/0046_leftIMG_7600.jpg
Zakynthos,images/rightIMG_7603.JPG,t594,skipped_small,0.8280397057533264,0.01172272725986826,3152.25048828125,828.5652465820312,3700.96337890625,1255.03125,Zakynthos/overlay/0047_rightIMG_7603.jpg
Zakynthos,images/rightIMG_8005.JPG,t528,skipped_small,0.9658005237579346,0.07760008408113134,3512.26318359375,315.2267761230469,5012.357421875,1556.7501220703125,Zakynthos/overlay/0048_rightIMG_8005.jpg
Zakynthos,images/leftIMG_8001.JPG,t528,skipped_small,0.8104296326637268,0.042780783052638174,2198.347412109375,1892.593505859375,3312.743408203125,2813.9345703125,Zakynthos/overlay/0049_leftIMG_8001.jpg
Zakynthos,images/leftIMG_0916.jpeg,t528,skipped_small,0.8250229954719543,0.019296952033086998,2538.73583984375,1545.0252685546875,3259.416748046875,2079.52392578125,Zakynthos/overlay/0050_leftIMG_0916.jpg
Zakynthos,images/rightIMG_0919.jpeg,t528,skipped_small,0.9092875719070435,0.031240092843780272,2867.883056640625,1262.578125,3812.230224609375,1922.9393310546875,Zakynthos/overlay/0051_rightIMG_0919.jpg
Zakynthos,images/rightIMG_9348.JPG,SM19-53,no_detection,,,,,,,Zakynthos/overlay/0052_rightIMG_9348.jpg
Zakynthos,images/leftIMG_9345.JPG,SM19-53,skipped_small,0.7722309827804565,0.021406588227891706,1840.6051025390625,711.3535766601562,2620.937744140625,1258.9600830078125,Zakynthos/overlay/0053_leftIMG_9345.jpg
Zakynthos,images/rightIMG_8270.JPG,SM19-53,skipped_small,0.26053375005722046,0.056524862372545066,2817.146728515625,494.6397399902344,3808.2578125,1633.1005859375,Zakynthos/overlay/0054_rightIMG_8270.jpg
Zakynthos,images/leftIMG_8260.JPG,SM19-53,skipped_small,0.8557082414627075,0.012884705243993077,1921.025146484375,1524.13330078125,2473.77978515625,1989.4439697265625,Zakynthos/overlay/0055_leftIMG_8260.jpg
Zakynthos,images/rightIMG_7144.JPG,G16-43,skipped_small,0.7432496547698975,0.009674299461540744,2658.372802734375,1211.1614990234375,3155.954345703125,1599.272705078125,Zakynthos/overlay/0056_rightIMG_7144.jpg
Zakynthos,images/leftIMG_7150.JPG,G16-43,skipped_small,0.8661068677902222,0.031199567478256824,1349.2117919921875,901.408935546875,2269.731201171875,1577.98486328125,Zakynthos/overlay/0057_leftIMG_7150.jpg
Zakynthos,images/leftIMG_1054.jpg,G16-43,skipped_small,0.813987135887146,0.06282723400738424,1918.815185546875,1558.1417236328125,3166.031982421875,2563.69921875,Zakynthos/overlay/0058_leftIMG_1054.jpg
Zakynthos,images/rightIMG_1057.jpg,G16-43,skipped_small,0.9593887329101562,0.03618463731122174,2476.58984375,1510.7939453125,3453.906005859375,2249.87158203125,Zakynthos/overlay/0059_rightIMG_1057.jpg
Zakynthos,images/leftIMG_7474.JPG,SM21-42,no_detection,,,,,,,Zakynthos/overlay/0060_leftIMG_7474.jpg
Zakynthos,images/rightIMG_7502.JPG,SM21-42,skipped_small,0.9374522566795349,0.03364673532966779,3044.298095703125,1561.8453369140625,3988.88671875,2272.89697265625,Zakynthos/overlay/0061_rightIMG_7502.jpg
Zakynthos,images/rightIMG_3009.JPG,SM21-42,skipped_small,0.7345190048217773,0.07186478011466563,2896.65234375,1299.309814453125,4322.07666015625,2509.3037109375,Zakynthos/overlay/0062_rightIMG_3009.jpg
Zakynthos,images/leftIMG_2933.JPG,SM21-42,skipped_small,0.849251389503479,0.0296045674854815,1568.6328125,2353.8076171875,2560.7099609375,3069.991455078125,Zakynthos/overlay/0063_leftIMG_2933.jpg
Zakynthos,images/rightIMG_4310.JPG,YT008,skipped_small,0.9498167037963867,0.0416658393246045,2602.872314453125,968.9176025390625,3653.032470703125,1760.918212890625,Zakynthos/overlay/0064_rightIMG_4310.jpg
Zakynthos,images/leftIMG_4307.JPG,YT008,skipped_small,0.9514276385307312,0.051291450797355524,1467.0458984375,1032.1920166015625,2665.57666015625,1886.465087890625,Zakynthos/overlay/0065_leftIMG_4307.jpg
Zakynthos,images/rightIMG_8823.JPG,YT008,skipped_small,0.7746593356132507,0.025986677997546764,2917.706787109375,554.0465698242188,3798.52685546875,1142.9776611328125,Zakynthos/overlay/0066_rightIMG_8823.jpg
Zakynthos,images/leftIMG_8841.JPG,YT008,skipped_small,0.9484294652938843,0.03936097244159411,1124.2957763671875,1254.43359375,2175.312744140625,2002.012451171875,Zakynthos/overlay/0067_leftIMG_8841.jpg
Zakynthos,images/rightIMG_3884.JPG,tsb046,skipped_small,0.7330999970436096,0.051585176526560944,2348.534912109375,1292.1151123046875,3484.311279296875,2198.751220703125,Zakynthos/overlay/0068_rightIMG_3884.jpg
Zakynthos,images/leftIMG_3877.JPG,tsb046,no_detection,,,,,,,Zakynthos/overlay/0069_leftIMG_3877.jpg
Zakynthos,images/rightIMG_2592.JPG,tsb046,skipped_small,0.9445335268974304,0.01051313751740911,2986.1689453125,1316.308837890625,3478.407470703125,1742.650390625,Zakynthos/overlay/0070_rightIMG_2592.jpg
Zakynthos,images/leftIMG_2594.JPG,tsb046,skipped_small,0.7295909523963928,0.009863674395627362,2161.943115234375,1575.623779296875,2634.9365234375,1991.90283203125,Zakynthos/overlay/0071_leftIMG_2594.jpg
Zakynthos,images/leftIMG_1037.JPG,tsb022,skipped_small,0.6355146169662476,0.03360877456900252,1500.1732177734375,1247.4683837890625,2434.494140625,1965.5230712890625,Zakynthos/overlay/0072_leftIMG_1037.jpg
Zakynthos,images/rightIMG_1030.JPG,tsb022,skipped_small,0.9313692450523376,0.08029790980604758,2326.50439453125,1044.5728759765625,3726.05859375,2189.86279296875,Zakynthos/overlay/0073_rightIMG_1030.jpg
Zakynthos,images/rightIMG_7689.JPG,tsb022,skipped_small,0.9575966596603394,0.046560763758527725,3220.638427734375,1240.9189453125,4379.8251953125,2042.7218017578125,Zakynthos/overlay/0074_rightIMG_7689.jpg
Zakynthos,images/leftIMG_7682.JPG,tsb022,skipped_small,0.7561094760894775,0.048780760862661275,1463.014404296875,746.511474609375,2633.4013671875,1578.505126953125,Zakynthos/overlay/0075_leftIMG_7682.jpg
Zakynthos,images/leftIMG_8519.JPG,t463,cropped,0.7647713422775269,0.11504500464832895,1142.07861328125,1232.7198486328125,2856.66015625,2572.12060546875,Zakynthos/overlay/0076_leftIMG_8519.jpg
Zakynthos,images/rightIMG_8525.JPG,t463,skipped_small,0.6839703917503357,0.018242034291311684,2422.783203125,900.2567138671875,3087.226806640625,1448.301513671875,Zakynthos/overlay/0077_rightIMG_8525.jpg
Zakynthos,images/leftIMG_3016.JPG,t463,skipped_small,0.839223325252533,0.019524480014333313,1934.22216796875,499.85406494140625,2622.862548828125,1065.81689453125,Zakynthos/overlay/0078_leftIMG_3016.jpg
Zakynthos,images/rightIMG_3026.JPG,t463,skipped_small,0.8839274048805237,0.01697735704385819,2865.05322265625,1459.9708251953125,3477.928955078125,2012.93701171875,Zakynthos/overlay/0079_rightIMG_3026.jpg
Zakynthos,images/leftIMG_3050.jpg,G17-22,skipped_small,0.7369111180305481,0.06120877609915893,1378.031494140625,1108.60009765625,2619.989501953125,2092.402099609375,Zakynthos/overlay/0080_leftIMG_3050.jpg
Zakynthos,images/rightIMG_3046.jpg,G17-22,skipped_small,0.9646934866905212,0.037265709323842565,1852.150146484375,965.892333984375,2896.902099609375,1677.92041015625,Zakynthos/overlay/0081_rightIMG_3046.jpg
Zakynthos,images/rightIMG_5711.JPG,G17-22,skipped_small,0.9685118198394775,0.03655996643028103,2840.76416015625,1107.693359375,3840.369873046875,1837.7860107421875,Zakynthos/overlay/0082_rightIMG_5711.jpg
Zakynthos,images/leftIMG_5715.JPG,G17-22,skipped_small,0.5617952346801758,0.05576007524700806,1529.044921875,659.6964111328125,2739.516845703125,1579.234130859375,Zakynthos/overlay/0083_leftIMG_5715.jpg
Zakynthos,images/leftIMG_3002.JPG,t447,no_detection,,,,,,,Zakynthos/overlay/0084_leftIMG_3002.jpg
Zakynthos,images/rightIMG_2995.JPG,t447,no_detection,,,,,,,Zakynthos/overlay/0085_rightIMG_2995.jpg
Zakynthos,images/rightIMG_8008.JPG,t447,no_detection,,,,,,,Zakynthos/overlay/0086_rightIMG_8008.jpg
Zakynthos,images/leftIMG_8006.JPG,t447,skipped_small,0.5836431980133057,0.0039058078819154966,1639.075927734375,1624.7371826171875,1916.1590576171875,1906.1226806640625,Zakynthos/overlay/0087_leftIMG_8006.jpg
Zakynthos,images/rightIMG_4400.JPG,t610,skipped_small,0.5264819860458374,0.01230203882249622,2702.04443359375,1175.9661865234375,3235.94091796875,1635.9271240234375,Zakynthos/overlay/0088_rightIMG_4400.jpg
Zakynthos,images/leftIMG_4395.JPG,t610,no_detection,,,,,,,Zakynthos/overlay/0089_leftIMG_4395.jpg
Zakynthos,images/rightIMG_8587.JPG,t610,skipped_small,0.7056834101676941,0.012537481255107433,2678.61474609375,319.4775085449219,3233.94091796875,770.152099609375,Zakynthos/overlay/0090_rightIMG_8587.jpg
Zakynthos,images/leftIMG_8583.JPG,t610,skipped_small,0.8440839648246765,0.027494337538390857,1635.579345703125,814.4713745117188,2492.300537109375,1455.0975341796875,Zakynthos/overlay/0091_leftIMG_8583.jpg
Zakynthos,images/rightIMG_2851.JPG,t521,skipped_small,0.7498407363891602,0.018186565440278774,1883.7359619140625,1550.2520751953125,2583.193359375,2069.279541015625,Zakynthos/overlay/0092_rightIMG_2851.jpg
Zakynthos,images/leftIMG_2833.JPG,t521,skipped_small,0.8313709497451782,0.02527842332619044,1462.5643310546875,881.2766723632812,2225.70947265625,1542.4932861328125,Zakynthos/overlay/0093_leftIMG_2833.jpg
Zakynthos,images/leftIMG_1510.JPG,t521,skipped_small,0.8788937330245972,0.0623691186966129,1380.6258544921875,974.3668212890625,2741.646240234375,1889.1241455078125,Zakynthos/overlay/0094_leftIMG_1510.jpg
Zakynthos,images/rightIMG_1518.JPG,t521,no_detection,,,,,,,Zakynthos/overlay/0095_rightIMG_1518.jpg
Zakynthos,images/rightIMG_3990.JPG,CZS20-09,no_detection,,,,,,,Zakynthos/overlay/0096_rightIMG_3990.jpg
Zakynthos,images/leftIMG_3995.JPG,CZS20-09,no_detection,,,,,,,Zakynthos/overlay/0097_leftIMG_3995.jpg
Zakynthos,images/rightIMG_9469.jpeg,CZS20-09,skipped_small,0.7987507581710815,0.0033760082646909152,2592.792724609375,1247.1241455078125,2906.912353515625,1461.6646728515625,Zakynthos/overlay/0098_rightIMG_9469.jpg
Zakynthos,images/leftIMG_9475.jpeg,CZS20-09,skipped_small,0.3826914429664612,0.005420025706935855,1627.148193359375,1156.2974853515625,1957.8055419921875,1483.505615234375,Zakynthos/overlay/0099_leftIMG_9475.jpg
Zakynthos,images/rightIMG_1889.jpeg,t570,skipped_small,0.637291669845581,0.0032715745892292485,2869.06884765625,1320.6378173828125,3158.673828125,1546.1405029296875,Zakynthos/overlay/0100_rightIMG_1889.jpg
Zakynthos,images/leftIMG_1894.jpeg,t570,skipped_small,0.6887944936752319,0.008563928586049832,1639.3046875,1356.6796875,2023.314697265625,1801.8553466796875,Zakynthos/overlay/0101_leftIMG_1894.jpg
Zakynthos,images/leftIMG_6647.JPG,t570,skipped_small,0.9413285255432129,0.009008265725571113,1772.4122314453125,1365.2755126953125,2275.559814453125,1722.6690673828125,Zakynthos/overlay/0102_leftIMG_6647.jpg
Zakynthos,images/rightIMG_6652.JPG,t570,skipped_small,0.5647860765457153,0.01690771234352373,2492.681396484375,1029.1861572265625,3164.0546875,1531.9010009765625,Zakynthos/overlay/0103_rightIMG_6652.jpg
Zakynthos,images/rightIMG_0592.JPG,G16-03,skipped_small,0.777484118938446,0.009750667839999666,2666.749267578125,1184.1553955078125,3119.0634765625,1614.4788818359375,Zakynthos/overlay/0104_rightIMG_0592.jpg
Zakynthos,images/leftIMG_0597.jpg,G16-03,skipped_small,0.6212610006332397,0.036438687750215096,844.63427734375,2938.746826171875,1683.660888671875,3805.6845703125,Zakynthos/overlay/0105_leftIMG_0597.jpg
Zakynthos,images/leftIMG_0344.jpg,G16-03,no_detection,,,,,,,Zakynthos/overlay/0106_leftIMG_0344.jpg
Zakynthos,images/rightIMG_0349.jpg,G16-03,skipped_small,0.7453123331069946,0.01277619510397074,2621.35400390625,1044.41162109375,3154.010009765625,1523.2132568359375,Zakynthos/overlay/0107_rightIMG_0349.jpg
Zakynthos,images/leftIMG_9544.jpeg,t558,skipped_small,0.49681445956230164,0.01465649266718929,1733.3270263671875,1006.7169189453125,2375.9013671875,1462.02734375,Zakynthos/overlay/0108_leftIMG_9544.jpg
Zakynthos,images/rightIMG_9547.jpeg,t558,skipped_small,0.7899325489997864,0.0029242556505717876,1699.6781005859375,2381.36572265625,1932.7540283203125,2631.814453125,Zakynthos/overlay/0109_rightIMG_9547.jpg
Zakynthos,images/rightIMG_4319.JPG,t558,skipped_small,0.9578577876091003,0.07000310192791505,2657.982177734375,873.3851318359375,4042.37890625,1882.77197265625,Zakynthos/overlay/0110_rightIMG_4319.jpg
Zakynthos,images/leftIMG_4314.JPG,t558,skipped_small,0.9315255284309387,0.051181625061936006,784.52490234375,1014.0216674804688,1954.1845703125,1887.5067138671875,Zakynthos/overlay/0111_leftIMG_4314.jpg
Zakynthos,images/leftIMG_6197.JPG,SM20-30,skipped_small,0.7680565714836121,0.024894102217313974,1498.8720703125,1106.0216064453125,2306.00146484375,1721.700439453125,Zakynthos/overlay/0112_leftIMG_6197.jpg
Zakynthos,images/rightIMG_6193.JPG,SM20-30,skipped_small,0.9748443961143494,0.06827882893225165,2471.266845703125,1120.3724365234375,3866.655029296875,2097.1416015625,Zakynthos/overlay/0113_rightIMG_6193.jpg
Zakynthos,images/leftIMG_1069.JPG,SM20-30,skipped_small,0.28277695178985596,0.02452744292899727,1273.1947021484375,931.5,2077.7958984375,1540.0167236328125,Zakynthos/overlay/0114_leftIMG_1069.jpg
Zakynthos,images/rightIMG_1077.JPG,SM20-30,skipped_small,0.7106043100357056,0.00544259639983729,2883.111328125,1318.1278076171875,3242.006591796875,1620.8465576171875,Zakynthos/overlay/0115_rightIMG_1077.jpg
Zakynthos,images/leftIMG_8675.JPG,tsb056,skipped_small,0.7590346336364746,0.014611339770241457,1455.9007568359375,1675.40185546875,2070.96630859375,2149.610595703125,Zakynthos/overlay/0116_leftIMG_8675.jpg
Zakynthos,images/rightIMG_8685.JPG,tsb056,skipped_small,0.7032409906387329,0.020014390645887687,3247.697998046875,1311.1370849609375,4002.282470703125,1840.599853515625,Zakynthos/overlay/0117_rightIMG_8685.jpg
Zakynthos,images/rightIMG_3175.JPG,tsb056,skipped_small,0.9058014154434204,0.03475836330420734,2404.45166015625,804.8544311523438,3323.460693359375,1559.8431396484375,Zakynthos/overlay/0118_rightIMG_3175.jpg
Zakynthos,images/leftIMG_3172.JPG,tsb056,skipped_small,0.8108332753181458,0.044457631039647956,1637.97021484375,1203.6468505859375,2576.99609375,2148.729248046875,Zakynthos/overlay/0119_leftIMG_3172.jpg
Zakynthos,images/leftIMG_9296.JPG,t573,skipped_small,0.9414792060852051,0.03258169376462082,1424.72412109375,1153.5037841796875,2330.113037109375,1871.8592529296875,Zakynthos/overlay/0120_leftIMG_9296.jpg
Zakynthos,images/rightIMG_9298.JPG,t573,skipped_small,0.6644740104675293,0.018793610010724084,1692.6881103515625,2423.033203125,2246.305419921875,3100.677001953125,Zakynthos/overlay/0121_rightIMG_9298.jpg
Zakynthos,images/leftIMG_0751.jpeg,t573,skipped_small,0.7914798855781555,0.018834829275498427,1583.9334716796875,781.4274291992188,2290.86767578125,1313.2706298828125,Zakynthos/overlay/0122_leftIMG_0751.jpg
Zakynthos,images/rightIMG_0755.jpeg,t573,skipped_small,0.9190018773078918,0.03095270120008351,3178.299560546875,1359.61962890625,4136.58154296875,2004.3916015625,Zakynthos/overlay/0123_rightIMG_0755.jpg
Zakynthos,images/rightIMG_6318.JPG,t547,skipped_small,0.7868936657905579,0.02636801375326479,2900.908935546875,1406.533935546875,3637.28857421875,2121.32080078125,Zakynthos/overlay/0124_rightIMG_6318.jpg
Zakynthos,images/leftIMG_6042_differentday.JPG,t547,skipped_small,0.8863500356674194,0.0662386226336721,924.9407348632812,1107.29931640625,2234.4501953125,2117.025390625,Zakynthos/overlay/0125_leftIMG_6042_differentday.jpg
Zakynthos,images/leftIMG_1372.jpeg,t547,skipped_small,0.8728910684585571,0.031207975614914816,1233.0032958984375,886.2750244140625,2147.595458984375,1567.419189453125,Zakynthos/overlay/0126_leftIMG_1372.jpg
Zakynthos,images/rightIMG_1361.jpeg,t547,skipped_small,0.8009885549545288,0.024333907340975982,2753.3837890625,1356.4976806640625,3578.463134765625,1945.2288818359375,Zakynthos/overlay/0127_rightIMG_1361.jpg
Zakynthos,images/rightIMG_5986.JPG,t493,skipped_small,0.7115657329559326,0.020493681859900272,2583.951416015625,1539.0701904296875,3251.13232421875,2152.235107421875,Zakynthos/overlay/0128_rightIMG_5986.jpg
Zakynthos,images/leftIMG_5980.JPG,t493,skipped_small,0.5654467344284058,0.021387136091909283,1459.9700927734375,1141.95849609375,2132.415283203125,1776.8458251953125,Zakynthos/overlay/0129_leftIMG_5980.jpg
Zakynthos,images/leftIMG_2529.JPG,t493,skipped_small,0.7805221676826477,0.012490724375951324,1702.63427734375,1338.9796142578125,2231.31396484375,1810.6036376953125,Zakynthos/overlay/0130_leftIMG_2529.jpg
Zakynthos,images/rightIMG_2534.JPG,t493,no_detection,,,,,,,Zakynthos/overlay/0131_rightIMG_2534.jpg
Zakynthos,images/leftIMG_8921.jpeg,gtJ204,skipped_small,0.8392699360847473,0.01612876432348742,1318.461181640625,1335.58544921875,1967.088623046875,1831.956787109375,Zakynthos/overlay/0132_leftIMG_8921.jpg
Zakynthos,images/rightIMG_8926.jpeg,gtJ204,skipped_small,0.37122446298599243,0.002680171274900535,2840.4814453125,1465.8026123046875,3058.9453125,1710.6998291015625,Zakynthos/overlay/0133_rightIMG_8926.jpg
Zakynthos,images/rightIMG_2225.JPG,gtJ204,skipped_small,0.8625586628913879,0.01242055164726188,2462.90869140625,1276.1375732421875,2996.0751953125,1741.1654052734375,Zakynthos/overlay/0134_rightIMG_2225.jpg
